کد درس,نام درس,نوع درس,تعداد واحد نظري,تعداد واحد عملي,کد ارائه کلاس درس,نام كلاس درس,زمانبندي تشکيل کلاس,استاد,ساير اساتيد,حداكثر ظرفيت,تعداد ثبت نامي تاکنون,زمان امتحان,مکان برگزاري,مقطع ارائه درس,نوع ارائه,سطح ارائه,دانشجويان مجاز به اخذ کلاس,گروه آموزشی,دانشکده,واحد,استان
1068156275​,کارآفرینی,نظري,3,0,6641,,شنبه از 07:30 تا 10:00,حمیده ادراکی,,35,,1405/10/14 از 10:00 تا 12:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005346​,کارگاه پایش صحت عملکرد تجهیزات تولید دارویی,عملي,0,1,6607,,,سید مهدی سعید,,20,,1405/10/15 از 10:00 تا 12:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005344​,پایش صحت عملکرد تجهیزات تولید دارویی,نظري,2,0,6606,,يكشنبه از 14:30 تا 16:15,سید مهدی سعید,,20,,1405/10/15 از 08:00 تا 10:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005354​,آب سازی و تصفیه پساپ دارویی,نظري,2,0,6605,,يكشنبه از 12:30 تا 14:30,سید مهدی سعید,,20,,1405/10/14 از 08:00 تا 10:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005340​,کارگاه تجهیزات و ماشین آلات دارویی,عملي,0,1,6604,,,سید مهدی سعید,,20,,1405/10/13 از 10:00 تا 12:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005339​,تجهیزات و ماشین آلات دارویی,نظري,3,0,6603,,يكشنبه از 09:15 تا 12:00,سید مهدی سعید,,20,,1405/10/13 از 08:00 تا 10:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000005334​,اصول کنترل کیفیت و تولید,نظري,2,0,6602,,,سید مهدی سعید,,20,,1405/10/12 از 10:00 تا 12:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
1389173350​,ایمنی و بهداشت محیط کار,نظري,2,0,6601,,يكشنبه از 07:30 تا 09:15,سید مهدی سعید,,20,,1405/10/12 از 08:00 تا 10:00,,کارداني ناپیوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي صنايع(7116338),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035088​,سییستم های اطلاعات مدیریت,نظري_عملي,2,1,8826,,پنج شنبه از 07:30 تا 10:00,مرتضي شامخي,,35,,1405/10/20 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035044​,داده کاوی,نظري_عملي,2,1,8825,,دوشنبه از 17:00 تا 19:30,مریم شه منش,,35,,1405/10/19 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138108174​,امنیت اطلاعات,نظري,2,0,8824,,پنج شنبه از 12:30 تا 14:15,سیده آسیه عباسی,,35,,1405/10/16 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000034939​,توسعه نرم افزار,نظري_عملي,2,1,8823,,شنبه از 12:30 تا 15:00,سیده آسیه عباسی,,35,,1405/10/15 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138102924​,آزمایشگاه مهندسی نرم‌افزار,كارگاهي,0,1,8822,,يكشنبه از 16:15 تا 18:00,سارا رنجبر,,35,,1405/10/06 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138151529​,مهندسی‌ نرم‌ افزار,نظري,2,0,8821,,يكشنبه از 14:30 تا 16:15,سارا رنجبر,,35,,1405/10/14 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035039​,مباحث ویژه,نظري_عملي,2,1,8820,,,امیر محسنی آهویی,,35,,1405/10/13 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138207657​,آزمایشگاه هوش مصنوعی,كارگاهي,0,1,8819,,دوشنبه از 17:30 تا 20:00,زهراسادات عصایی معمم,,35,,1405/10/07 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138155491​,هوش مصنوعی,نظري,3,0,8818,,دوشنبه از 14:00 تا 17:30,زهراسادات عصایی معمم,,35,,1405/10/24 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035089​,اینترنت اشیا,نظري_عملي,2,1,8817,,شنبه از 15:00 تا 17:30,زهراسادات عصایی معمم,,35,,1405/10/12 از 13:00 تا 15:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138150350​,معادلات‌ دیفرانسیل‌,نظري,3,0,8816,,چهارشنبه از 07:30 تا 10:00,کبری صالحی,,35,,1405/10/22 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138207660​,آزمایشگاه گرافیک و متحرک سازی,كارگاهي,0,1,8815,,سه شنبه از 16:15 تا 18:00,سعید صدیقی,,35,,1405/10/09 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035046​,بازی سازی,نظري_عملي,2,1,8814,,چهارشنبه از 13:00 تا 15:30,سعید صدیقی,,35,,1405/10/23 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035087​,مهندسی اینترنت,نظري_عملي,2,1,8813,,دوشنبه از 14:30 تا 17:00,مریم شه منش,,35,,1405/10/21 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000034938​,برنامه نویسی سیستمی,نظري_عملي,2,1,8812,,چهارشنبه از 10:00 تا 12:30,سعید صدیقی,,35,,1405/10/20 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035041​,طراحی الگوریتم,نظري_عملي,2,1,8811,,چهارشنبه از 15:30 تا 18:00,سعید صدیقی,,35,,1405/10/19 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138207655​,آزمایشگاه طراحی واسط کاربری,كارگاهي,0,1,8810,,سه شنبه از 14:30 تا 16:15,سعید صدیقی,,35,,1405/10/08 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138207658​,آزمایشگاه پایگاه داده 2,كارگاهي,0,1,8809,,يكشنبه از 12:45 تا 14:30,سارا رنجبر,,35,,1405/10/06 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138206597​,زبان‌ تخصصی,نظري,2,0,8806,,,امیر محسنی آهویی,,0,,1405/10/17 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138107856​,آمار و احتمالات,نظري,3,0,8804,,سه شنبه از 15:00 تا 17:30,کبری صالحی,,35,,1405/10/16 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
6138129687​,ریاضی‌ گسسته‌,نظري,2,0,8803,,سه شنبه از 12:30 تا 15:00,کبری صالحی,,35,,1405/10/15 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035104​,برنامه نویسی موبایل,نظري_عملي,2,1,8802,,پنج شنبه از 12:30 تا 15:00,راضیه شیردل,,35,,1405/10/14 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
7000035105​,برنامه سازی پیشرفته,نظري_عملي,2,1,8801,,پنج شنبه از 15:00 تا 17:30,راضیه شیردل,,35,,1405/10/13 از 08:00 تا 10:00,,كارشناسي ناپيوسته,حضوري,ارائه در سطح گروه آموزشی,,گروه آموزشي کامپيوتر و فناوري اطلاعات(7116330),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961​,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896118​,برادران,يكشنبه از 13:15 تا 15:00,فرخ حبیبی مهکویه,,45,,1405/10/23 از 16:30 تا 18:00,مهندسی یک-217,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
98961​,اخلاق اسلامی (مبانی و مفاهیم),نظري,2,0,1639896117​,برادران,يكشنبه از 11:00 تا 11:45 يكشنبه از از ...,فرخ حبیبی مهکویه,,45,,1405/10/23 از 16:30 تا 18:00,مهندسی یک-217,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073​,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907331​,خواهران,دوشنبه از 13:15 تا 15:00,عبدالحمید غریب نواز,,45,,1405/10/20 از 16:30 تا 18:00,هنر و معماری-108,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073​,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907330​,خواهران,دوشنبه از 11:00 تا 11:45 دوشنبه از از ...,عبدالحمید غریب نواز,,45,,1405/10/20 از 16:30 تا 18:00,هنر و معماری-108,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
90763​,تفسیر موضوعی قرآن,نظري,2,0,1639076323​,خواهران,يكشنبه از 09:15 تا 11:00,فرخ حبیبی مهکویه,,45,,1405/10/15 از 16:30 تا 18:00,مهندسی یک-217,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
99073​,اندیشه های امامین انقلاب اسلامی و وصایای حضرت امام خمینی(ره),نظري,1,0,1639907329​,برادران,دوشنبه از 09:15 تا 11:00,عبدالحمید غریب نواز,,45,,1405/10/20 از 16:30 تا 18:00,هنر و معماری-108,كارشناسي پيوسته,حضوري,ارائه در سطح دانشکده,,گروه آموزشي دروس عمومي(7116399),163 - شيراز(163),163 - شيراز(71163),71 - فارس(71)
